Frame,Velocity (km/h),Timestamp (s)
104,19.03,1746835608.247
104,54.28,1746835608.247
104,61.97,1746835608.247
104,45.37,1746835608.247
104,27.36,1746835608.247
104,19.08,1746835608.247
105,9.02,1746835608.401
105,4.59,1746835608.401
105,344.7,1746835608.401
105,6.66,1746835608.401
105,320.63,1746835608.401
105,21.76,1746835608.401
105,9.01,1746835608.401
105,36.93,1746835608.401
105,44.82,1746835608.401
106,2.03,1746835608.572
106,3.82,1746835608.572
106,278.02,1746835608.572
106,266.68,1746835608.572
106,20.43,1746835608.572
106,12.8,1746835608.572
106,27.2,1746835608.572
106,2.66,1746835608.572
106,48.8,1746835608.572
107,3.88,1746835608.732
107,3.81,1746835608.732
107,28.03,1746835608.732
107,6.85,1746835608.732
107,645.61,1746835608.732
107,644.09,1746835608.732
107,196.95,1746835608.732
107,21.31,1746835608.732
107,36.23,1746835608.732
108,11.55,1746835608.883
108,2.38,1746835608.883
108,90.3,1746835608.883
108,331.21,1746835608.883
108,344.31,1746835608.883
108,108.86,1746835608.883
108,133.77,1746835608.883
108,7.98,1746835608.883
108,35.07,1746835608.883
108,194.73,1746835608.883
109,4.58,1746835609.033
109,4.45,1746835609.033
109,4.28,1746835609.033
109,9.96,1746835609.033
109,352.56,1746835609.033
109,417.31,1746835609.033
109,38.92,1746835609.033
109,901.09,1746835609.033
109,3.96,1746835609.033
110,217.09,1746835609.189
110,200.08,1746835609.189
110,9.41,1746835609.189
110,1.47,1746835609.189
110,12.66,1746835609.189
110,71.89,1746835609.189
110,8.07,1746835609.189
110,812.12,1746835609.189
111,1.63,1746835609.341
111,4.02,1746835609.341
111,7.54,1746835609.341
111,57.49,1746835609.341
111,11.71,1746835609.341
111,5.16,1746835609.341
111,192.17,1746835609.341
111,438.95,1746835609.341
112,1.3,1746835609.497
112,1.78,1746835609.497
112,30.29,1746835609.497
112,13.01,1746835609.497
112,10.33,1746835609.497
112,12.35,1746835609.497
112,6.18,1746835609.497
112,451.35,1746835609.497
112,405.68,1746835609.497
113,12.96,1746835609.642
113,6.51,1746835609.642
113,621.52,1746835609.642
113,608.36,1746835609.642
113,86.56,1746835609.642
113,11.66,1746835609.642
113,5.16,1746835609.642
114,193.2,1746835609.798
114,209.73,1746835609.798
114,13.4,1746835609.798
114,8.99,1746835609.798
114,24.1,1746835609.798
114,8.73,1746835609.798
114,3.2,1746835609.798
114,468.79,1746835609.798
115,16.41,1746835609.954
115,6.93,1746835609.954
115,3.21,1746835609.954
115,260.65,1746835609.954
115,255.49,1746835609.954
115,2.13,1746835609.954
115,13.3,1746835609.954
115,22.34,1746835609.954
116,7.15,1746835610.099
116,12.33,1746835610.099
116,9.3,1746835610.099
116,31.59,1746835610.099
116,16.41,1746835610.099
116,15.09,1746835610.099
116,37.12,1746835610.099
116,3.4,1746835610.099
116,103.18,1746835610.099
117,3.4,1746835610.245
117,8.32,1746835610.245
117,14.99,1746835610.245
117,2.15,1746835610.245
117,1.92,1746835610.245
117,63.02,1746835610.245
117,319.59,1746835610.245
117,415.75,1746835610.245
117,2.75,1746835610.245
117,91.28,1746835610.245
117,8.33,1746835610.245
117,28.33,1746835610.245
118,8.84,1746835610.399
118,12.87,1746835610.399
118,4.08,1746835610.399
118,6.83,1746835610.399
118,513.56,1746835610.399
118,302.22,1746835610.399
118,127.45,1746835610.399
119,4.83,1746835610.553
119,4.19,1746835610.553
119,2.98,1746835610.553
119,1.71,1746835610.553
119,20.44,1746835610.553
119,7.47,1746835610.553
119,25.76,1746835610.553
119,10.5,1746835610.553
120,2.17,1746835610.698
120,5.14,1746835610.698
120,3.92,1746835610.698
120,34.96,1746835610.698
120,4.48,1746835610.698
120,5.73,1746835610.698
120,22.17,1746835610.698
121,1.6,1746835610.843
121,2.73,1746835610.843
121,3.69,1746835610.843
121,1.97,1746835610.843
121,19.58,1746835610.843
121,55.09,1746835610.843
121,61.44,1746835610.843
121,137.86,1746835610.843
121,45.39,1746835610.843
121,46.04,1746835610.843
122,3.56,1746835610.995
122,3.45,1746835610.995
122,7.52,1746835610.995
122,3.94,1746835610.995
122,528.43,1746835610.995
122,514.93,1746835610.995
122,11.19,1746835610.995
122,3.7,1746835610.995
122,214.93,1746835610.995
122,229.37,1746835610.995
123,6.81,1746835611.145
123,2.62,1746835611.145
123,493.21,1746835611.145
123,510.65,1746835611.145
123,2.22,1746835611.145
123,437.88,1746835611.145
123,403.44,1746835611.145
123,9.73,1746835611.145
123,5.98,1746835611.145
124,162.34,1746835611.291
124,161.04,1746835611.291
124,478.7,1746835611.291
124,509.79,1746835611.291
124,10.73,1746835611.291
124,13.29,1746835611.291
124,9.54,1746835611.291
124,29.49,1746835611.291
124,58.58,1746835611.291
124,347.82,1746835611.291
125,4.29,1746835611.438
125,9.61,1746835611.438
125,481.74,1746835611.438
125,493.72,1746835611.438
125,81.86,1746835611.438
125,69.03,1746835611.438
125,30.25,1746835611.438
125,23.68,1746835611.438
125,7.54,1746835611.438
125,39.7,1746835611.438
126,1.32,1746835611.587
126,12.18,1746835611.587
126,3.18,1746835611.587
126,7.39,1746835611.587
126,437.5,1746835611.587
126,85.57,1746835611.587
126,455.52,1746835611.587
126,9.84,1746835611.587
126,491.37,1746835611.587
127,6.45,1746835611.738
127,1.81,1746835611.738
127,19.29,1746835611.738
127,90.5,1746835611.738
127,75.99,1746835611.738
127,271.35,1746835611.738
127,7.86,1746835611.738
127,8.79,1746835611.738
127,122.83,1746835611.738
128,1.32,1746835611.895
128,1.09,1746835611.895
128,5.86,1746835611.895
128,3.14,1746835611.895
128,67.43,1746835611.895
128,41.56,1746835611.895
128,55.9,1746835611.895
128,5.37,1746835611.895
128,14.01,1746835611.895
128,110.67,1746835611.895
129,1.79,1746835612.042
129,12.12,1746835612.042
129,6.15,1746835612.042
129,7.38,1746835612.042
129,8.41,1746835612.042
129,478.17,1746835612.042
129,75.41,1746835612.042
129,383.82,1746835612.042
129,13.26,1746835612.042
129,357.6,1746835612.042
130,5.25,1746835612.197
130,8.42,1746835612.197
130,10.29,1746835612.197
130,52.3,1746835612.197
130,73.33,1746835612.197
130,26.7,1746835612.197
130,23.76,1746835612.197
130,12.36,1746835612.197
130,10.91,1746835612.197
130,3.52,1746835612.197
130,28.6,1746835612.197
131,16.59,1746835612.352
131,17.66,1746835612.352
131,25.55,1746835612.352
131,518.51,1746835612.352
131,223.15,1746835612.352
131,349.54,1746835612.352
131,178.63,1746835612.352
131,3.4,1746835612.352
132,12.79,1746835612.497
132,10.96,1746835612.497
132,18.71,1746835612.497
132,6.46,1746835612.497
132,8.46,1746835612.497
132,13.65,1746835612.497
132,5.28,1746835612.497
132,3.76,1746835612.497
132,177.48,1746835612.497
132,179.38,1746835612.497
132,103.06,1746835612.497
133,25.63,1746835612.65
133,12.25,1746835612.65
133,1.04,1746835612.65
133,54.82,1746835612.65
133,540.49,1746835612.65
133,13.06,1746835612.65
133,3.61,1746835612.65
133,9.98,1746835612.65
133,187.27,1746835612.65
133,169.87,1746835612.65
133,185.64,1746835612.65
133,196.05,1746835612.65
134,2.81,1746835612.805
134,10.35,1746835612.805
134,6.35,1746835612.805
134,11.05,1746835612.805
134,6.56,1746835612.805
134,520.03,1746835612.805
134,118.63,1746835612.805
134,418.8,1746835612.805
134,105.54,1746835612.805
134,51.41,1746835612.805
134,1.87,1746835612.805
134,173.46,1746835612.805
135,28.68,1746835612.958
135,31.04,1746835612.958
135,14.1,1746835612.958
135,17.74,1746835612.958
135,464.82,1746835612.958
135,212.27,1746835612.958
135,410.36,1746835612.958
135,394.97,1746835612.958
135,384.52,1746835612.958
135,145.07,1746835612.958
135,136.81,1746835612.958
136,2.11,1746835613.106
136,45.12,1746835613.106
136,30.15,1746835613.106
136,15.79,1746835613.106
136,136.67,1746835613.106
136,444.42,1746835613.106
136,708.04,1746835613.106
136,162.57,1746835613.106
136,1.64,1746835613.106
136,44.64,1746835613.106
136,4.26,1746835613.106
136,24.33,1746835613.106
136,23.93,1746835613.106
137,5.18,1746835613.254
137,4.19,1746835613.254
137,6.95,1746835613.254
137,388.96,1746835613.254
137,61.29,1746835613.254
137,136.37,1746835613.254
137,322.34,1746835613.254
137,484.7,1746835613.254
137,3.88,1746835613.254
137,89.87,1746835613.254
138,2.45,1746835613.405
138,41.34,1746835613.405
138,39.52,1746835613.405
138,15.57,1746835613.405
138,2.66,1746835613.405
138,275.49,1746835613.405
138,514.52,1746835613.405
138,441.02,1746835613.405
138,524.71,1746835613.405
138,10.06,1746835613.405
138,9.68,1746835613.405
138,1.06,1746835613.405
139,1.41,1746835613.559
139,6.65,1746835613.559
139,8.01,1746835613.559
139,6.75,1746835613.559
139,21.5,1746835613.559
139,579.32,1746835613.559
139,1.49,1746835613.559
139,541.09,1746835613.559
139,42.46,1746835613.559
139,81.08,1746835613.559
139,141.13,1746835613.559
140,1.14,1746835613.705
140,43.74,1746835613.705
140,46.05,1746835613.705
140,8.19,1746835613.705
140,15.69,1746835613.705
140,128.63,1746835613.705
140,1.07,1746835613.705
140,2.21,1746835613.705
141,3.09,1746835613.856
141,7.92,1746835613.856
141,8.3,1746835613.856
141,2.61,1746835613.856
141,39.24,1746835613.856
141,2.8,1746835613.856
141,69.86,1746835613.856
141,118.83,1746835613.856
142,68.67,1746835614.036
142,74.69,1746835614.036
142,2.84,1746835614.036
142,30.98,1746835614.036
142,17.25,1746835614.036
142,6.8,1746835614.036
142,2.91,1746835614.036
142,272.35,1746835614.036
142,356.99,1746835614.036
142,32.31,1746835614.036
143,75.43,1746835614.19
143,65.07,1746835614.19
143,5.4,1746835614.19
143,11.4,1746835614.19
143,124.55,1746835614.19
143,125.56,1746835614.19
143,58.28,1746835614.19
143,12.6,1746835614.19
143,80.02,1746835614.19
144,60.66,1746835614.335
144,64.1,1746835614.335
144,2.53,1746835614.335
144,7.42,1746835614.335
144,11.42,1746835614.335
144,5.71,1746835614.335
144,2.78,1746835614.335
144,93.57,1746835614.335
144,88.26,1746835614.335
144,88.57,1746835614.335
145,58.0,1746835614.484
145,50.7,1746835614.484
145,15.14,1746835614.484
145,10.85,1746835614.484
145,22.25,1746835614.484
145,2.09,1746835614.484
145,13.54,1746835614.484
145,152.51,1746835614.484
146,47.42,1746835614.631
146,47.91,1746835614.631
146,8.41,1746835614.631
146,207.57,1746835614.631
146,7.42,1746835614.631
146,52.54,1746835614.631
146,76.49,1746835614.631
146,66.68,1746835614.631
147,42.78,1746835614.783
147,39.38,1746835614.783
147,2.31,1746835614.783
147,22.89,1746835614.783
147,133.38,1746835614.783
147,150.88,1746835614.783
147,73.74,1746835614.783
147,23.56,1746835614.783
147,12.31,1746835614.783
148,56.1,1746835614.935
148,38.64,1746835614.935
148,4.28,1746835614.935
148,7.04,1746835614.935
148,154.34,1746835614.935
148,150.41,1746835614.935
148,72.3,1746835614.935
148,16.58,1746835614.935
148,50.18,1746835614.935
149,56.82,1746835615.081
149,60.14,1746835615.081
149,392.78,1746835615.081
149,365.32,1746835615.081
149,1.56,1746835615.081
149,2.29,1746835615.081
149,74.8,1746835615.081
150,56.82,1746835615.23
150,63.09,1746835615.23
150,8.14,1746835615.23
150,16.45,1746835615.23
150,149.3,1746835615.23
150,62.38,1746835615.23
150,6.68,1746835615.23
151,59.93,1746835615.384
151,49.58,1746835615.384
151,4.16,1746835615.384
151,1.22,1746835615.384
151,75.18,1746835615.384
151,6.01,1746835615.384
152,18.22,1746835615.566
152,17.64,1746835615.566
152,1.36,1746835615.566
153,38.36,1746835615.718
153,47.95,1746835615.718
153,24.31,1746835615.718
153,5.21,1746835615.718
153,151.53,1746835615.718
153,66.31,1746835615.718
153,28.96,1746835615.718
153,9.68,1746835615.718
154,35.6,1746835615.881
154,30.24,1746835615.881
154,1.76,1746835615.881
154,2.52,1746835615.881
154,1.42,1746835615.881
154,1.5,1746835615.881
154,8.38,1746835615.881
155,27.79,1746835616.051
155,28.49,1746835616.051
155,6.6,1746835616.051
155,2.09,1746835616.051
155,2.95,1746835616.051
155,50.66,1746835616.051
155,1.1,1746835616.051
156,2.65,1746835616.207
156,346.33,1746835616.207
156,328.97,1746835616.207
156,8.21,1746835616.207
156,7.92,1746835616.207
156,5.87,1746835616.207
157,4.42,1746835616.368
157,1.67,1746835616.368
157,32.96,1746835616.368
157,43.22,1746835616.368
157,7.52,1746835616.368
157,7.19,1746835616.368
158,6.14,1746835616.519
158,1.84,1746835616.519
158,5.57,1746835616.519
158,19.06,1746835616.519
158,2.68,1746835616.519
158,22.14,1746835616.519
158,18.29,1746835616.519
159,20.17,1746835616.673
159,14.5,1746835616.673
159,1.02,1746835616.673
159,15.16,1746835616.673
159,1.45,1746835616.673
159,37.98,1746835616.673
159,4.24,1746835616.673
160,2.37,1746835616.825
160,2.95,1746835616.825
160,1.37,1746835616.825
160,22.56,1746835616.825
160,3.76,1746835616.825
160,8.02,1746835616.825
160,3.22,1746835616.825
161,9.55,1746835616.976
161,350.9,1746835616.976
161,348.48,1746835616.976
161,115.68,1746835616.976
161,154.72,1746835616.976
161,47.64,1746835616.976
162,7.47,1746835617.125
162,5.42,1746835617.125
162,34.45,1746835617.125
162,12.14,1746835617.125
162,8.79,1746835617.125
162,81.82,1746835617.125
163,7.16,1746835617.274
163,3.49,1746835617.274
163,22.78,1746835617.274
163,2.65,1746835617.274
163,16.77,1746835617.274
163,14.16,1746835617.274
163,5.52,1746835617.274
163,7.09,1746835617.274
164,4.96,1746835617.425
164,8.71,1746835617.425
164,343.12,1746835617.425
164,410.26,1746835617.425
164,1.03,1746835617.425
164,124.92,1746835617.425
164,3.4,1746835617.425
164,9.95,1746835617.425
165,2.08,1746835617.574
165,1.2,1746835617.574
165,423.08,1746835617.574
165,414.21,1746835617.574
165,13.7,1746835617.574
165,1.63,1746835617.574
165,13.54,1746835617.574
165,19.51,1746835617.574
166,10.06,1746835617.721
166,7.87,1746835617.721
166,7.27,1746835617.721
166,2.77,1746835617.721
166,216.59,1746835617.721
166,41.89,1746835617.721
166,2.65,1746835617.721
166,26.94,1746835617.721
167,7.27,1746835617.869
167,9.17,1746835617.869
167,419.34,1746835617.869
167,445.5,1746835617.869
167,43.43,1746835617.869
167,196.66,1746835617.869
167,123.93,1746835617.869
167,831.74,1746835617.869
168,21.87,1746835618.022
168,11.65,1746835618.022
168,11.4,1746835618.022
168,35.65,1746835618.022
168,174.71,1746835618.022
168,271.69,1746835618.022
168,116.61,1746835618.022
169,4.34,1746835618.173
169,1.27,1746835618.173
169,327.55,1746835618.173
169,391.64,1746835618.173
169,43.31,1746835618.173
169,188.3,1746835618.173
169,8.46,1746835618.173
169,407.99,1746835618.173
169,22.83,1746835618.173
170,5.49,1746835618.32
170,2.61,1746835618.32
170,23.95,1746835618.32
170,2.84,1746835618.32
170,170.08,1746835618.32
170,98.6,1746835618.32
170,269.93,1746835618.32
170,12.19,1746835618.32
170,14.77,1746835618.32
171,2.75,1746835618.469
171,8.4,1746835618.469
171,1.93,1746835618.469
171,20.82,1746835618.469
171,5.09,1746835618.469
171,55.57,1746835618.469
171,637.03,1746835618.469
172,4.35,1746835618.63
172,5.43,1746835618.63
172,6.35,1746835618.63
172,2.42,1746835618.63
172,8.39,1746835618.63
172,137.62,1746835618.63
172,92.39,1746835618.63
172,210.78,1746835618.63
172,61.42,1746835618.63
173,1.61,1746835618.777
173,3.51,1746835618.777
173,41.76,1746835618.777
173,22.83,1746835618.777
173,65.55,1746835618.777
173,6.42,1746835618.777
173,25.5,1746835618.777
173,29.86,1746835618.777
173,141.13,1746835618.777
174,5.15,1746835618.925
174,1.61,1746835618.925
174,17.14,1746835618.925
174,3.86,1746835618.925
174,135.28,1746835618.925
174,148.34,1746835618.925
174,84.07,1746835618.925
174,61.91,1746835618.925
174,84.35,1746835618.925
175,2.03,1746835619.072
175,3.33,1746835619.072
175,111.6,1746835619.072
175,5.8,1746835619.072
175,15.66,1746835619.072
175,12.43,1746835619.072
175,1.48,1746835619.072
175,5.85,1746835619.072
176,1.54,1746835619.219
176,6.77,1746835619.219
176,24.46,1746835619.219
176,9.79,1746835619.219
176,4.65,1746835619.219
176,16.19,1746835619.219
176,261.64,1746835619.219
176,2.52,1746835619.219
176,376.38,1746835619.219
177,5.43,1746835619.367
177,16.17,1746835619.367
177,4.41,1746835619.367
177,1.6,1746835619.367
177,39.25,1746835619.367
177,33.4,1746835619.367
177,623.32,1746835619.367
177,5.29,1746835619.367
177,48.18,1746835619.367
177,11.99,1746835619.367
178,2.61,1746835619.512
178,4.53,1746835619.512
178,47.91,1746835619.512
178,5.97,1746835619.512
178,155.36,1746835619.512
178,17.3,1746835619.512
178,71.25,1746835619.512
178,5.28,1746835619.512
179,2.8,1746835619.658
179,3.1,1746835619.658
179,6.86,1746835619.658
179,2.95,1746835619.658
179,6.2,1746835619.658
179,349.93,1746835619.658
179,72.6,1746835619.658
179,875.23,1746835619.658
180,11.04,1746835619.803
180,2.87,1746835619.803
180,24.74,1746835619.803
180,12.96,1746835619.803
180,4.78,1746835619.803
180,322.08,1746835619.803
180,336.09,1746835619.803
180,37.44,1746835619.803
180,39.42,1746835619.803
181,5.34,1746835619.952
181,5.44,1746835619.952
181,33.07,1746835619.952
181,1.92,1746835619.952
181,14.78,1746835619.952
181,1.99,1746835619.952
181,26.32,1746835619.952
182,3.71,1746835620.103
182,5.93,1746835620.103
182,4.64,1746835620.103
182,10.07,1746835620.103
182,24.97,1746835620.103
182,93.17,1746835620.103
183,5.57,1746835620.252
183,9.45,1746835620.252
183,16.32,1746835620.252
183,9.04,1746835620.252
183,19.38,1746835620.252
183,40.36,1746835620.252
183,71.04,1746835620.252
183,672.44,1746835620.252
183,69.26,1746835620.252
183,109.89,1746835620.252
184,3.76,1746835620.4
184,10.71,1746835620.4
184,23.22,1746835620.4
184,16.33,1746835620.4
184,3.42,1746835620.4
184,4.98,1746835620.4
184,28.44,1746835620.4
184,164.11,1746835620.4
185,8.73,1746835620.553
185,3.14,1746835620.553
185,28.51,1746835620.553
185,2.05,1746835620.553
185,4.91,1746835620.553
185,776.76,1746835620.553
185,42.94,1746835620.553
186,14.22,1746835620.703
186,226.93,1746835620.703
186,270.51,1746835620.703
186,13.79,1746835620.703
186,15.41,1746835620.703
186,98.17,1746835620.703
186,536.58,1746835620.703
186,3.1,1746835620.703
186,294.45,1746835620.703
187,1.72,1746835620.85
187,8.25,1746835620.85
187,240.43,1746835620.85
187,264.18,1746835620.85
187,59.5,1746835620.85
187,23.14,1746835620.85
187,58.18,1746835620.85
187,520.28,1746835620.85
187,24.52,1746835620.85
188,1.72,1746835621.028
188,9.95,1746835621.028
188,6.7,1746835621.028
188,7.95,1746835621.028
188,2.22,1746835621.028
188,92.33,1746835621.028
188,658.15,1746835621.028
188,170.44,1746835621.028
188,161.27,1746835621.028
189,2.46,1746835621.177
189,11.27,1746835621.177
189,43.16,1746835621.177
189,2.53,1746835621.177
189,12.2,1746835621.177
189,160.16,1746835621.177
189,16.13,1746835621.177
189,110.24,1746835621.177
189,365.41,1746835621.177
190,3.61,1746835621.322
190,5.18,1746835621.322
190,299.38,1746835621.322
190,385.55,1746835621.322
190,370.11,1746835621.322
190,264.35,1746835621.322
190,334.34,1746835621.322
190,667.32,1746835621.322
190,788.08,1746835621.322
190,90.29,1746835621.322
191,10.01,1746835621.515
191,206.08,1746835621.515
191,6.39,1746835621.515
191,61.32,1746835621.515
191,105.61,1746835621.515
191,444.43,1746835621.515
191,240.55,1746835621.515
191,73.52,1746835621.515
191,647.02,1746835621.515
192,3.34,1746835621.698
192,18.43,1746835621.698
192,11.53,1746835621.698
192,399.43,1746835621.698
192,99.13,1746835621.698
192,150.97,1746835621.698
192,3.64,1746835621.698
192,131.65,1746835621.698
192,73.43,1746835621.698
193,4.79,1746835621.858
193,3.75,1746835621.858
193,13.75,1746835621.858
193,2.08,1746835621.858
193,22.74,1746835621.858
193,510.33,1746835621.858
193,571.34,1746835621.858
193,201.69,1746835621.858
193,50.8,1746835621.858
193,73.77,1746835621.858
194,6.12,1746835622.014
194,395.08,1746835622.014
194,396.73,1746835622.014
194,7.78,1746835622.014
194,16.75,1746835622.014
194,5.71,1746835622.014
194,8.02,1746835622.014
194,10.04,1746835622.014
194,773.49,1746835622.014
195,1.36,1746835622.169
195,393.93,1746835622.169
195,378.75,1746835622.169
195,2.92,1746835622.169
195,6.34,1746835622.169
195,41.52,1746835622.169
195,1057.32,1746835622.169
195,672.81,1746835622.169
195,864.4,1746835622.169
195,297.55,1746835622.169
196,1.78,1746835622.326
196,12.65,1746835622.326
196,20.02,1746835622.326
196,18.47,1746835622.326
196,468.59,1746835622.326
196,462.4,1746835622.326
196,212.59,1746835622.326
196,6.02,1746835622.326
196,13.92,1746835622.326
196,183.32,1746835622.326
197,370.9,1746835622.477
197,12.39,1746835622.477
197,22.31,1746835622.477
197,199.32,1746835622.477
197,79.87,1746835622.477
197,439.27,1746835622.477
197,671.75,1746835622.477
197,95.61,1746835622.477
198,2.77,1746835622.632
198,3.63,1746835622.632
198,2.16,1746835622.632
198,9.49,1746835622.632
198,237.56,1746835622.632
198,799.69,1746835622.632
198,297.35,1746835622.632
198,208.62,1746835622.632
198,14.77,1746835622.632
198,536.96,1746835622.632
199,1.98,1746835622.782
199,380.82,1746835622.782
199,361.01,1746835622.782
199,21.81,1746835622.782
199,4.1,1746835622.782
199,278.37,1746835622.782
199,64.24,1746835622.782
199,106.87,1746835622.782
199,323.18,1746835622.782
199,149.74,1746835622.782
199,318.97,1746835622.782
200,4.92,1746835622.938
200,349.91,1746835622.938
200,379.08,1746835622.938
200,12.83,1746835622.938
200,8.96,1746835622.938
200,36.03,1746835622.938
200,1083.17,1746835622.938
200,375.2,1746835622.938
200,378.01,1746835622.938
200,368.3,1746835622.938
201,1.65,1746835623.099
201,5.87,1746835623.099
201,31.18,1746835623.099
201,13.25,1746835623.099
201,3.56,1746835623.099
201,11.84,1746835623.099
201,49.25,1746835623.099
201,12.89,1746835623.099
201,246.26,1746835623.099
201,324.44,1746835623.099
201,17.12,1746835623.099
202,2.3,1746835623.252
202,8.58,1746835623.252
202,166.76,1746835623.252
202,33.81,1746835623.252
202,11.03,1746835623.252
202,58.97,1746835623.252
202,27.9,1746835623.252
202,2.61,1746835623.252
202,30.53,1746835623.252
203,4.14,1746835623.402
203,3.0,1746835623.402
203,19.32,1746835623.402
203,17.2,1746835623.402
203,417.9,1746835623.402
203,46.26,1746835623.402
203,71.49,1746835623.402
203,7.37,1746835623.402
203,453.93,1746835623.402
203,456.69,1746835623.402
203,21.17,1746835623.402
204,165.08,1746835623.56
204,170.59,1746835623.56
204,3.98,1746835623.56
204,21.84,1746835623.56
204,53.76,1746835623.56
204,23.25,1746835623.56
204,233.84,1746835623.56
204,89.36,1746835623.56
204,836.32,1746835623.56
204,404.9,1746835623.56
204,126.72,1746835623.56
204,1.39,1746835623.56
205,172.23,1746835623.722
205,185.23,1746835623.722
205,4.53,1746835623.722
205,5.71,1746835623.722
205,35.55,1746835623.722
205,47.23,1746835623.722
205,407.29,1746835623.722
205,208.7,1746835623.722
205,814.61,1746835623.722
205,570.92,1746835623.722
206,2.53,1746835623.878
206,8.46,1746835623.878
206,13.03,1746835623.878
206,18.94,1746835623.878
206,95.39,1746835623.878
206,137.65,1746835623.878
206,26.88,1746835623.878
206,349.6,1746835623.878
206,275.55,1746835623.878
206,338.57,1746835623.878
207,5.27,1746835624.179
207,3.05,1746835624.179
207,10.04,1746835624.179
207,20.08,1746835624.179
207,20.8,1746835624.179
207,309.94,1746835624.179
207,28.8,1746835624.179
207,2.58,1746835624.179
207,69.03,1746835624.179
208,2.76,1746835624.334
208,1.26,1746835624.334
208,12.36,1746835624.334
208,114.24,1746835624.334
208,169.59,1746835624.334
208,113.34,1746835624.334
208,530.65,1746835624.334
208,149.53,1746835624.334
208,61.55,1746835624.334
208,124.08,1746835624.334
209,2.46,1746835624.483
209,1.52,1746835624.483
209,7.26,1746835624.483
209,6.71,1746835624.483
209,77.06,1746835624.483
209,83.23,1746835624.483
209,442.4,1746835624.483
209,213.91,1746835624.483
210,3.88,1746835624.637
210,5.31,1746835624.637
210,2.94,1746835624.637
210,270.11,1746835624.637
210,42.6,1746835624.637
210,33.06,1746835624.637
210,48.71,1746835624.637
210,164.96,1746835624.637
211,2.97,1746835624.789
211,23.75,1746835624.789
211,7.56,1746835624.789
211,30.05,1746835624.789
211,49.68,1746835624.789
211,25.7,1746835624.789
211,150.56,1746835624.789
211,634.56,1746835624.789
211,175.37,1746835624.789
212,2.53,1746835624.94
212,312.56,1746835624.94
212,340.5,1746835624.94
212,1.77,1746835624.94
212,62.91,1746835624.94
212,302.48,1746835624.94
212,254.09,1746835624.94
212,72.99,1746835624.94
212,251.13,1746835624.94
213,1.25,1746835625.088
213,349.53,1746835625.088
213,322.83,1746835625.088
213,1.54,1746835625.088
213,166.4,1746835625.088
213,645.94,1746835625.088
213,163.66,1746835625.088
213,108.85,1746835625.088
213,65.06,1746835625.088
213,136.57,1746835625.088
213,306.77,1746835625.088
214,3.07,1746835625.243
214,4.82,1746835625.243
214,4.26,1746835625.243
214,15.34,1746835625.243
214,659.19,1746835625.243
214,656.73,1746835625.243
214,228.13,1746835625.243
214,215.76,1746835625.243
214,492.75,1746835625.243
214,139.96,1746835625.243
214,100.82,1746835625.243
215,23.78,1746835625.394
215,8.02,1746835625.394
215,16.01,1746835625.394
215,15.0,1746835625.394
215,161.43,1746835625.394
215,457.43,1746835625.394
215,316.72,1746835625.394
215,406.22,1746835625.394
215,5.59,1746835625.394
216,5.19,1746835625.551
216,15.69,1746835625.551
216,17.8,1746835625.551
216,2.04,1746835625.551
216,670.19,1746835625.551
216,38.23,1746835625.551
216,93.2,1746835625.551
216,413.57,1746835625.551
216,184.74,1746835625.551
216,591.08,1746835625.551
217,2.44,1746835625.705
217,14.87,1746835625.705
217,5.11,1746835625.705
217,33.51,1746835625.705
217,72.82,1746835625.705
217,13.14,1746835625.705
217,168.93,1746835625.705
217,557.8,1746835625.705
217,238.02,1746835625.705
217,798.02,1746835625.705
217,112.43,1746835625.705
218,2.41,1746835625.855
218,4.83,1746835625.855
218,25.49,1746835625.855
218,8.69,1746835625.855
218,43.59,1746835625.855
218,414.73,1746835625.855
218,285.18,1746835625.855
218,500.08,1746835625.855
218,254.55,1746835625.855
218,360.97,1746835625.855
218,137.61,1746835625.855
219,4.79,1746835626.005
219,9.42,1746835626.005
219,2.71,1746835626.005
219,33.25,1746835626.005
219,21.3,1746835626.005
219,463.34,1746835626.005
219,432.07,1746835626.005
219,364.58,1746835626.005
219,225.66,1746835626.005
219,395.38,1746835626.005
220,3.61,1746835626.156
220,9.52,1746835626.156
220,15.24,1746835626.156
220,15.9,1746835626.156
220,108.81,1746835626.156
220,450.77,1746835626.156
220,238.48,1746835626.156
220,36.32,1746835626.156
220,662.18,1746835626.156
220,40.27,1746835626.156
220,529.1,1746835626.156
220,56.16,1746835626.156
221,2.79,1746835626.308
221,241.65,1746835626.308
221,68.14,1746835626.308
221,147.33,1746835626.308
221,97.62,1746835626.308
221,798.51,1746835626.308
221,424.04,1746835626.308
221,477.03,1746835626.308
221,670.01,1746835626.308
222,3.87,1746835626.468
222,4.57,1746835626.468
222,13.05,1746835626.468
222,41.27,1746835626.468
222,44.49,1746835626.468
222,230.54,1746835626.468
222,50.45,1746835626.468
222,274.85,1746835626.468
222,193.01,1746835626.468
222,336.82,1746835626.468
223,1.12,1746835626.612
223,258.81,1746835626.612
223,147.78,1746835626.612
223,84.86,1746835626.612
223,39.96,1746835626.612
223,7.55,1746835626.612
223,363.73,1746835626.612
223,12.44,1746835626.612
223,175.06,1746835626.612
224,4.94,1746835626.757
224,3.12,1746835626.757
224,55.93,1746835626.757
224,7.03,1746835626.757
224,16.35,1746835626.757
